Timestamp,Event,UE_ID,SUCI,Authentication_Result,Registration_Status,gNB_IP,DNN,S_NSSAI
07/02 12:29:23.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:30:28.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:31:12.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:32:08.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:33:14.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:34:31.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:34:50.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:34:55.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:36:00.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:36:43.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:37:26.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:38:15.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:38:43.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:40:10.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:40:53.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:41:31.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:42:01.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:43:26.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:43:32.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:44:45.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:45:54.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:46:46.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:48:12.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:48:36.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:50:00.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:51:10.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:51:55.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:52:16.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:53:04.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:54:19.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:54:31.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:54:51.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:55:39.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:56:57.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:57:53.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:58:16.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:59:29.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:59:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:00:39.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:00:49.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:01:56.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:02:23.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:03:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:04:27.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:04:56.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:06:00.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:06:35.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:07:01.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:08:22.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:08:38.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:09:11.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:10:08.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:11:36.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:12:50.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:14:09.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:14:50.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:16:07.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:16:57.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:18:07.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:19:00.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:19:58.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:20:50.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:22:04.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:23:30.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:24:07.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:24:20.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:24:31.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:25:47.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:27:12.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:27:50.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:28:02.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:29:31.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:30:06.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:30:39.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:30:45.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:31:58.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:33:10.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:33:37.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:34:54.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:35:22.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:36:05.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:37:00.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:37:46.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:38:57.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:39:27.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:40:31.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:40:57.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:42:13.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:43:13.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:43:32.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:44:54.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:45:14.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:45:46.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:46:54.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:48:07.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:49:14.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:49:42.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:49:56.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:50:09.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:50:46.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:51:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:52:58.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:53:34.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:54:17.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:54:49.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:55:34.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:56:04.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:57:29.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:58:07.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 13:59:10.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:00:03.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:00:46.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:01:22.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:01:42.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:02:39.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:03:15.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:03:38.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:04:48.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:06:12.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:07:15.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:08:03.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:08:34.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:08:43.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:09:01.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:10:05.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:10:10.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:10:29.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:10:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:11:06.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:11:38.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:12:49.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:14:01.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:14:54.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:16:04.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:16:38.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:17:22.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:18:04.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:18:11.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:18:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:18:51.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:19:30.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:20:35.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:21:13.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:22:36.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:23:14.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:24:14.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:24:57.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:26:27.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:26:57.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:27:08.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:28:06.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:28:26.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:28:45.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:29:06.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:29:48.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:30:03.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:31:22.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:32:44.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:34:05.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:34:45.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:35:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:36:14.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:37:38.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:38:59.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:39:53.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:40:50.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:41:36.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:42:02.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:43:03.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:44:11.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:44:48.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:46:13.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:46:32.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:47:02.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:47:21.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:47:29.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:47:50.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:48:59.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:50:15.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:51:12.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:52:26.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:52:58.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 14:53:33.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
